Player,Season - Club played for,Competition name,Value currency (million),Market value,Current club (20/21 season),Player nationality,Player age,Position,games_appearances,mins_played,goals,goal_assist,Average of Attempts per 90 mins weighted by mins_played per _Season - Club - Competition,total_scoring_att,Average of Attempts on target weighted by mins_played per _Season - Club - Competition,Average of Conversion rate weighted by total_scoring_att per _Season - Club - Competition,Big chances missed,Average of Minute per goal weighted by goals per _Season - Club - Competition,Average of Minute per assist weighted by goals per _Season - Club - Competition,Average of Minute per goal or assist weighted by goals per _Season - Club - Competition,Dribbles per 90 minutes weighted by mins_played per _Season - Club - Competition,Offsides per 90 mins weighted by mins_played per _Season - Club - Competition,Was fouled per 90 mins weighted by mins_played per _Season - Club - Competition,att_pen_goal,Penalties missed,Average of Penalty conversion rate weighted by mins_played per _Season - Club - Competition
Fausto Vera,2019/2020 - Argentinos Juniors,Argentina Superliga,€,8.6,Argentinos Juniors,Argentina,"20,89",DM,14,886,1,,1.6252821670428892,16,"18,8%","6,3%",,886,,886,0.7110609480812642,,0.4063205417607223,,,
Federico Chiesa,2016/2017 - Fiorentina,UEFA Europa League,€,54.6,Juventus FC,Italy,"23,31",RW,5,332,1,,2.168674698795181,8,"25,0%","12,5%",,332,,332,1.8975903614457832,0.5421686746987953,3.5240963855421685,,,
Federico Chiesa,2020/2021 - Fiorentina,Italian Serie A,€,54.6,Juventus FC,Italy,"23,31",RW,3,241,1,1,3.7344398340248963,10,"10,0%","10,0%",1,241,241,121,2.240663900414938,0.7468879668049793,1.120331950207469,0,0,"0,0%"
Federico Chiesa,2020/2021 - Juventus,UEFA Champions League,€,54.6,Juventus FC,Italy,"23,31",RW,6,361,1,1,1.4958448753462603,6,"50,0%","16,7%",1,361,361,181,1.2465373961218835,0.24930747922437674,2.243767313019391,0,0,"0,0%"
Felipe Anderson,2019/2020 - West Ham United,English Premier League,€,20.1,FC Porto,Brazil,"27,83",LW,25,1505,1,4,1.3754152823920265,23,"34,8%","4,3%",3,1505,376,301,3.7674418604651163,0.11960132890365449,1.435215946843854,,,
Ferland Mendy,2019/2020 - Real Madrid,Spanish La Liga,€,46.4,Real Madrid CF,France,"25,69",LB,25,1806,1,2,0.3488372093023256,7,"42,9%","14,3%",1,1806,903,602,2.441860465116279,0.04983388704318937,1.4451827242524915,,,
Ferran Torres,2020/2021 - Manchester City,English Premier League,€,55,Manchester City FC,Spain,"20,96",RW,7,398,1,1,3.1658291457286434,14,"42,9%","7,1%",2,398,398,199,1.1306532663316584,0.45226130653266333,0.678391959798995,0,0,"0,0%"
Florian Wirtz,2019/2020 - Bayer 04 Leverkusen,German Bundesliga,€,43.2,Bayer 04 Leverkusen,Germany,"17,78",AM,7,367,1,,0.9809264305177112,4,"75,0%","25,0%",,367,,367,4.9046321525885554,0.2452316076294278,0.4904632152588556,,,
Frenkie de Jong,2016/2017 - Ajax,Dutch Eredivisie,€,92.2,FC Barcelona,Netherlands,"23,76",CM,4,149,1,,3.6241610738255035,6,"66,7%","16,7%",1,149,,149,3.0201342281879193,,0.6040268456375839,,,
Gabriel Barbosa,2016/2017 - Internazionale,Italian Serie A,€,27.7,CR Flamengo,Brazil,"24,46",FW,9,112,1,,8.035714285714286,10,"20,0%","10,0%",,112,,112,4.821428571428571,0.8035714285714285,2.4107142857142856,,,
Gabriel Jesus,2020/2021 - Manchester City,UEFA Champions League,€,73.1,Manchester City FC,Brazil,"23,87",FW,3,118,1,0,5.338983050847458,7,"42,9%","14,3%",1,118,,118,3.813559322033898,0.7627118644067796,1.5254237288135593,0,0,"0,0%"
Gedson Fernandes,2018/2019 - Benfica,UEFA Champions League,€,9.3,Tottenham Hotspur FC,Portugal,"22,10",CM,6,466,1,,1.351931330472103,7,"42,9%","14,3%",1,466,,466,0.7725321888412017,,2.3175965665236054,,,
Hakim Ziyech,2020/2021 - Chelsea,English Premier League,€,52.1,Chelsea FC,Morocco,"27,91",RW,7,390,1,3,1.8461538461538463,8,"37,5%","12,5%",0,390,130,98,0.6923076923076923,0,1.8461538461538463,0,0,"0,0%"
Hakim Ziyech,2020/2021 - Chelsea,UEFA Champions League,€,52.1,Chelsea FC,Morocco,"27,91",RW,5,221,1,0,2.850678733031674,7,"57,1%","14,3%",1,221,,221,0.8144796380090499,0.40723981900452494,1.2217194570135748,0,0,"0,0%"
Hans Vanaken,2019/2020 - Club Brugge,UEFA Champions League,€,16.6,Club Brugge,Belgium,"28,48",AM,6,540,1,0,0.8333333333333333,5,"60,0%","20,0%",0,540,,540,1.3333333333333335,0.33333333333333337,0.8333333333333333,0,0,"0,0%"
Harry Kane,2020/2021 - Tottenham Hotspur,UEFA Europa League,€,125,Tottenham Hotspur FC,England,"27,55",FW,3,108,1,2,8.333333333333332,10,"30,0%","10,0%",3,108,54,36,2.5,2.5,0,0,0,"0,0%"
Harry Maguire,2019/2020 - Manchester United,English Premier League,€,59.2,Manchester United FC,England,"27,95",CB,38,3420,1,1,0.8157894736842105,31,"25,8%","3,2%",4,3420,3420,1710,0.21052631578947367,0.15789473684210525,0.5789473684210527,,,
Harry Maguire,2020/2021 - Manchester United,English Premier League,€,59.2,Manchester United FC,England,"27,95",CB,10,900,1,0,1.5,15,"26,7%","6,7%",0,900,,900,0.2,0,0.7,0,0,"0,0%"
Heung-min Son,2016/2017 - Tottenham Hotspur,UEFA Champions League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,6,423,1,,2.978723404255319,14,"21,4%","7,1%",1,423,,423,1.0638297872340425,1.0638297872340425,0.425531914893617,,,
Hirving Lozano,2019/2020 - Napoli,UEFA Champions League,€,43.1,SSC Napoli,Mexico,"25,54",LW,7,414,1,0,2.608695652173913,12,"25,0%","8,3%",1,414,,414,1.3043478260869565,1.5217391304347827,1.3043478260869565,0,0,"0,0%"
Hirving Lozano,2020/2021 - Napoli,UEFA Europa League,€,43.1,SSC Napoli,Mexico,"25,54",LW,6,273,1,0,2.967032967032967,9,"11,1%","11,1%",0,273,,273,1.3186813186813187,0.989010989010989,2.3076923076923075,0,0,"0,0%"
Houssem Aouar,2016/2017 - Lyon,UEFA Europa League,€,50,Olympique Lyonnais,France,"22,63",CM,2,33,1,,5.454545454545455,2,"100,0%","50,0%",,33,,33,8.181818181818182,,,,,
Houssem Aouar,2017/2018 - Lyon,UEFA Europa League,€,50,Olympique Lyonnais,France,"22,63",CM,8,460,1,1,0.9782608695652174,5,"40,0%","20,0%",,460,460,230,3.3260869565217392,0.391304347826087,1.9565217391304348,,,
Houssem Aouar,2019/2020 - Lyon,UEFA Champions League,€,50,Olympique Lyonnais,France,"22,63",CM,8,713,1,4,1.1360448807854138,9,"55,6%","11,1%",0,713,178,143,4.417952314165498,0.12622720897615708,2.6507713884992987,0,0,"0,0%"
Ignacio Fernández,2017/2018 - River Plate,Argentina Superliga,€,8.3,River Plate,Argentina,"31,09",CM,21,1241,1,,2.17566478646253,30,"23,3%","3,3%",3,1241,,1241,2.103142626913779,,3.3360193392425463,,,
Ignacio Fernández,2020/2021 - River Plate,Liga Profesional Argentina,€,8.3,River Plate,Argentina,"31,09",CM,3,189,1,0,4.285714285714286,9,"44,4%","11,1%",1,189,,189,2.380952380952381,0.47619047619047616,2.8571428571428568,0,0,"0,0%"
Irfan Can Kahveci,2016/2017 - Gençlerbirligi,Turkish Super Lig,€,11.1,Istanbul Basaksehir FK,Turkey,"25,58",CM,15,969,1,2,2.043343653250774,22,"40,9%","4,5%",1,969,485,323,1.1145510835913313,,2.136222910216719,,1,
Irfan Can Kahveci,2016/2017 - Istanbul Basaksehir,Turkish Super Lig,€,11.1,Istanbul Basaksehir FK,Turkey,"25,58",CM,12,444,1,,1.0135135135135134,5,"20,0%","20,0%",,444,,444,2.22972972972973,,3.0405405405405403,,,
Irfan Can Kahveci,2017/2018 - Istanbul Basaksehir,Turkish Super Lig,€,11.1,Istanbul Basaksehir FK,Turkey,"25,58",CM,25,1170,1,1,1.1538461538461537,15,"26,7%","6,7%",2,1170,1170,585,1.6923076923076923,0.15384615384615385,2.230769230769231,,,
Jadon Sancho,2017/2018 - Borussia Dortmund,German Bundesliga,€,117.6,Borussia Dortmund,England,"20,89",RW,12,684,1,4,1.3157894736842104,10,"40,0%","10,0%",3,684,171,137,2.236842105263158,0.13157894736842105,1.1842105263157894,,,
Jadon Sancho,2018/2019 - Borussia Dortmund,UEFA Champions League,€,117.6,Borussia Dortmund,England,"20,89",RW,7,438,1,1,0.6164383561643836,3,"66,7%","33,3%",1,438,438,219,2.2602739726027394,0.2054794520547945,1.0273972602739725,,,
James Maddison,2020/2021 - Leicester City,English Premier League,€,58.9,Leicester City FC,England,"24,23",AM,10,539,1,1,2.170686456400742,13,"7,7%","7,7%",0,539,539,270,1.3358070500927643,0,4.174397031539888,0,0,"0,0%"
Jean Pyerre,2017/2018 - Grêmio,Brazilian Serie A,€,10.6,Gremio FBPA,Brazil,"22,77",AM,6,223,1,1,2.0179372197309418,5,"60,0%","20,0%",,223,223,112,0.40358744394618834,0.40358744394618834,2.4215246636771304,,,
Jean Pyerre,2018/2019 - Grêmio,Brazilian Serie A,€,10.6,Gremio FBPA,Brazil,"22,77",AM,12,626,1,,3.450479233226837,24,"20,8%","4,2%",2,626,,626,3.306709265175719,0.43130990415335463,3.0191693290734825,1,,"100,0%"
Jefferson Lerma,2019/2020 - Bournemouth,English Premier League,€,13.1,AFC Bournemouth,Colombia,"26,31",DM,33,2709,1,2,0.9966777408637876,30,"6,7%","3,3%",,2709,1355,903,0.8637873754152824,0.03322259136212624,1.2292358803986712,,,
Jesús Corona,2016/2017 - FC Porto,UEFA Champions League,€,29.7,FC Porto,Mexico,"28,11",RW,7,318,1,1,1.6981132075471699,6,"16,7%","16,7%",,318,318,159,3.1132075471698113,0.2830188679245283,1.9811320754716977,,,
Jhon Lucumí,2019/2020 - KRC Genk,Belgian Jupiler Pro League,€,9.4,KRC Genk,Colombia,"22,64",CB,22,1919,1,2,0.42209484106305367,9,"33,3%","11,1%",,1919,960,640,0.14069828035435122,,0.6565919749869723,,,
Jhon Lucumí,2019/2020 - KRC Genk,UEFA Champions League,€,9.4,KRC Genk,Colombia,"22,64",CB,6,540,1,0,0.33333333333333337,2,"50,0%","50,0%",0,540,,540,0.33333333333333337,0,0.6666666666666667,0,0,"0,0%"
Jorginho,2017/2018 - Napoli,UEFA Champions League,€,44,Chelsea FC,Italy,"29,15",DM,2,162,1,,1.1111111111111112,2,"50,0%","50,0%",,162,,162,1.1111111111111112,,1.6666666666666667,1,,"100,0%"
Jorginho,2020/2021 - Chelsea,UEFA Champions League,€,44,Chelsea FC,Italy,"29,15",DM,6,491,1,0,0.3665987780040733,2,"50,0%","50,0%",1,491,,491,0.3665987780040733,0,0.7331975560081466,1,1,"50,0%"
José Giménez,2017/2018 - Atlético de Madrid,Spanish La Liga,€,41,Atlético de Madrid,Uruguay,"26,07",CB,23,1684,1,1,0.6413301662707839,12,"16,7%","8,3%",,1684,1684,842,0.32066508313539194,0.10688836104513066,0.9619952494061756,,,
José Giménez,2020/2021 - Atlético de Madrid,UEFA Champions League,€,41,Atlético de Madrid,Uruguay,"26,07",CB,3,248,1,0,1.4516129032258065,4,"25,0%","25,0%",0,248,,248,0.3629032258064516,0,0,0,0,"0,0%"
Joshua Kimmich,2017/2018 - FC Bayern München,German Bundesliga,€,96.5,FC Bayern München,Germany,"26,02",DM,29,2333,1,10,0.34719245606515214,9,"44,4%","11,1%",,2333,233,212,0.8101157308186884,0.07715387912558937,2.006000857265324,,,
Joshua Kimmich,2020/2021 - FC Bayern München,German Bundesliga,€,96.5,FC Bayern München,Germany,"26,02",DM,6,461,1,4,1.1713665943600868,6,"50,0%","16,7%",1,461,115,92,0.5856832971800434,0,2.928416485900217,0,0,"0,0%"
Joshua Kimmich,2020/2021 - FC Bayern München,UEFA Champions League,€,96.5,FC Bayern München,Germany,"26,02",DM,3,270,1,3,1.6666666666666665,5,"40,0%","20,0%",1,270,90,68,0.6666666666666667,0,1.3333333333333335,0,0,"0,0%"
Jules Koundé,2018/2019 - Bordeaux,UEFA Europa League,€,60,Sevilla FC,France,"22,26",CB,5,450,1,,0.6000000000000001,3,"33,3%","33,3%",,450,,450,,,0.6000000000000001,,,
Jules Koundé,2019/2020 - Sevilla,Spanish La Liga,€,60,Sevilla FC,France,"22,26",CB,29,2306,1,1,0.8976582827406765,23,"21,7%","4,3%",3,2306,2306,1153,0.7025151777970512,,0.4293148308759758,,,
Jules Koundé,2020/2021 - Sevilla,Spanish La Liga,€,60,Sevilla FC,France,"22,26",CB,7,630,1,0,1.1428571428571428,8,"12,5%","12,5%",0,630,,630,0.7142857142857142,0.14285714285714285,0.8571428571428571,0,0,"0,0%"
Jules Koundé,2020/2021 - Sevilla,UEFA Champions League,€,60,Sevilla FC,France,"22,26",CB,5,335,1,0,1.6119402985074627,6,"83,3%","16,7%",1,335,,335,0.26865671641791045,0,1.3432835820895521,0,0,"0,0%"
Julián Álvarez,2018/2019 - River Plate,Argentina Superliga,€,10.5,River Plate,Argentina,"21,04",FW,5,308,1,1,1.7532467532467533,6,"50,0%","16,7%",1,308,308,154,1.168831168831169,0.8766233766233766,0.29220779220779225,,,
Julián Álvarez,2020/2021 - River Plate,Liga Profesional Argentina,€,10.5,River Plate,Argentina,"21,04",FW,6,434,1,0,1.2442396313364057,6,"33,3%","16,7%",0,434,,434,1.4516129032258065,0,0.2073732718894009,0,0,"0,0%"
Julian Brandt,2016/2017 - Bayer 04 Leverkusen,UEFA Champions League,€,50,Borussia Dortmund,Germany,"24,79",AM,8,534,1,,1.348314606741573,8,"50,0%","12,5%",1,534,,534,3.370786516853933,0.16853932584269662,0.8426966292134832,,,
Julian Brandt,2018/2019 - Bayer 04 Leverkusen,UEFA Europa League,€,50,Borussia Dortmund,Germany,"24,79",AM,7,408,1,1,2.6470588235294117,12,"25,0%","8,3%",,408,408,204,2.4264705882352944,0.6617647058823529,1.1029411764705883,,,
Kai Havertz,2020/2021 - Chelsea,English Premier League,€,90,Chelsea FC,Germany,"21,68",AM,9,627,1,1,1.0047846889952152,7,"57,1%","14,3%",1,627,627,314,1.0047846889952152,0.28708133971291866,1.4354066985645932,0,0,"0,0%"
Kevin De Bruyne,2016/2017 - Manchester City,UEFA Champions League,€,113.5,Manchester City FC,Belgium,"29,63",AM,6,539,1,1,1.6697588126159555,10,"40,0%","10,0%",,539,539,270,1.3358070500927643,0.16697588126159554,1.168831168831169,,,
Kevin De Bruyne,2017/2018 - Manchester City,UEFA Champions League,€,113.5,Manchester City FC,Belgium,"29,63",AM,8,667,1,4,2.2938530734632683,17,"29,4%","5,9%",1,667,167,133,2.2938530734632683,,1.4842578710644678,,,
Kingsley Coman,2018/2019 - FC Bayern München,UEFA Champions League,€,65.9,FC Bayern München,France,"24,67",LW,3,129,1,,1.3953488372093024,2,"50,0%","50,0%",,129,,129,1.3953488372093024,1.3953488372093024,0.6976744186046512,,,
Kurt Zouma,2017/2018 - Stoke City,English Premier League,€,48.2,Chelsea FC,France,"26,30",CB,34,2888,1,,0.6232686980609418,20,"40,0%","5,0%",,2888,,2888,0.685595567867036,0.031163434903047092,0.6544321329639889,,,
Lautaro Martínez,2018/2019 - Internazionale,UEFA Europa League,€,83.9,FC Internazionale Milano,Argentina,"23,48",FW,3,246,1,,1.8292682926829267,5,"60,0%","20,0%",,246,,246,,,2.9268292682926833,1,,"100,0%"
Lautaro Martínez,2020/2021 - Internazionale,UEFA Champions League,€,83.9,FC Internazionale Milano,Argentina,"23,48",FW,6,408,1,1,4.1911764705882355,19,"26,3%","5,3%",3,408,408,204,1.1029411764705883,0,1.7647058823529411,0,0,"0,0%"
Leon Goretzka,2019/2020 - FC Bayern München,UEFA Champions League,€,59.3,FC Bayern München,Germany,"26,03",CM,8,522,1,1,3.6206896551724137,21,"23,8%","4,8%",2,522,522,261,0.5172413793103449,0.17241379310344826,0.5172413793103449,0,0,"0,0%"
Leon Goretzka,2020/2021 - FC Bayern München,German Bundesliga,€,59.3,FC Bayern München,Germany,"26,03",CM,9,670,1,2,1.6119402985074627,12,"33,3%","8,3%",3,670,335,223,0.6716417910447761,0,0.9402985074626866,0,0,"0,0%"
Lorenzo Pellegrini,2016/2017 - Sassuolo,UEFA Europa League,€,40,AS Roma,Italy,"24,66",CM,5,361,1,1,2.243767313019391,9,"33,3%","11,1%",,361,361,181,0.997229916897507,,2.243767313019391,,,
Lorenzo Pellegrini,2018/2019 - Roma,UEFA Champions League,€,40,AS Roma,Italy,"24,66",CM,6,394,1,3,2.0558375634517767,9,"55,6%","11,1%",,394,131,99,1.3705583756345177,0.22842639593908629,1.3705583756345177,,,
Lorenzo Pellegrini,2019/2020 - Roma,Italian Serie A,€,40,AS Roma,Italy,"24,66",CM,27,2108,1,9,2.4762808349146113,58,"19,0%","1,7%",5,2108,234,211,1.0673624288425048,0.17077798861480076,1.4089184060721063,,,
Luca Waldschmidt,2016/2017 - Hamburger SV,German Bundesliga,€,19.8,SL Benfica,Germany,"24,74",FW,14,348,1,1,2.3275862068965516,9,"44,4%","11,1%",,348,348,174,0.5172413793103449,0.5172413793103449,1.0344827586206897,,,
Luca Waldschmidt,2017/2018 - Hamburger SV,German Bundesliga,€,19.8,SL Benfica,Germany,"24,74",FW,21,789,1,,3.536121673003802,31,"32,3%","3,2%",1,789,,789,1.0266159695817492,0.6844106463878327,1.596958174904943,,,
Luca Waldschmidt,2020/2021 - Benfica,UEFA Europa League,€,19.8,SL Benfica,Germany,"24,74",FW,6,303,1,1,3.2673267326732676,11,"36,4%","9,1%",0,303,303,152,0.8910891089108911,0.297029702970297,1.7821782178217822,1,0,"100,0%"
Lucas Hernández,2018/2019 - Atlético de Madrid,Spanish La Liga,€,41.5,FC Bayern München,France,"25,00",LB,14,1118,1,,0.4025044722719141,5,"20,0%","20,0%",,1118,,1118,0.48300536672629685,,1.6100178890876564,,,
Lucas Hernández,2020/2021 - FC Bayern München,UEFA Champions League,€,41.5,FC Bayern München,France,"25,00",LB,6,408,1,0,1.3235294117647058,6,"16,7%","16,7%",0,408,,408,1.7647058823529411,0,1.7647058823529411,0,0,"0,0%"
Lucas Ocampos,2018/2019 - Marseille,UEFA Europa League,€,52,Sevilla FC,Argentina,"26,60",RW,4,341,1,,2.6392961876832848,10,"50,0%","10,0%",,341,,341,1.0557184750733137,0.26392961876832843,2.1114369501466275,,,
Lucas Ocampos,2019/2020 - Sevilla,UEFA Europa League,€,52,Sevilla FC,Argentina,"26,60",RW,7,564,1,1,3.6702127659574466,23,"30,4%","4,3%",1,564,564,282,3.191489361702128,0.3191489361702128,2.2340425531914896,0,0,"0,0%"
Lucas Ocampos,2020/2021 - Sevilla,Spanish La Liga,€,52,Sevilla FC,Argentina,"26,60",RW,10,756,1,2,2.5,21,"28,6%","4,8%",5,756,378,252,2.619047619047619,0.3571428571428571,2.8571428571428568,1,0,"100,0%"
Lukas Klostermann,2017/2018 - RB Leipzig,German Bundesliga,€,40,RB Leipzig,Germany,"24,70",CB,26,2192,1,,0.4516423357664234,11,"27,3%","9,1%",1,2192,,2192,0.3695255474452555,0.04105839416058394,0.656934306569343,,,
Marcos Llorente,2020/2021 - Atlético de Madrid,UEFA Champions League,€,41.1,Atlético de Madrid,Spain,"26,04",FW,6,477,1,1,1.8867924528301887,10,"30,0%","10,0%",1,477,477,239,2.830188679245283,0.18867924528301888,1.1320754716981132,0,0,"0,0%"
Marcus Rashford,2019/2020 - Manchester United,UEFA Europa League,€,115,Manchester United FC,England,"23,29",LW,6,414,1,0,4.3478260869565215,20,"50,0%","5,0%",7,414,,414,3.260869565217391,0.8695652173913043,1.7391304347826086,0,0,"0,0%"
Marquinhos,2018/2019 - Paris Saint-Germain,UEFA Champions League,€,58.6,Paris Saint-Germain FC,Brazil,"26,75",CB,7,630,1,,0.42857142857142855,3,"66,7%","33,3%",,630,,630,0.2857142857142857,0.14285714285714285,0.2857142857142857,,,
Marquinhos,2020/2021 - Paris Saint-Germain,French Ligue 1,€,58.6,Paris Saint-Germain FC,Brazil,"26,75",CB,7,547,1,0,0.8226691042047533,5,"80,0%","20,0%",0,547,,547,0,0,0.16453382084095064,0,0,"0,0%"
Marquinhos,2020/2021 - Paris Saint-Germain,UEFA Champions League,€,58.6,Paris Saint-Germain FC,Brazil,"26,75",CB,5,427,1,0,0.4215456674473068,2,"50,0%","50,0%",1,427,,427,0.2107728337236534,0,0.8430913348946136,0,0,"0,0%"
Martin Ødegaard,2016/2017 - sc Heerenveen,Dutch Eredivisie,€,50,Real Madrid CF,Norway,"22,16",AM,16,862,1,3,1.9837587006960553,19,"21,1%","5,3%",,862,287,216,2.1925754060324825,,1.6705336426914152,,,
Mason Greenwood,2020/2021 - Manchester United,English Premier League,€,57.6,Manchester United FC,England,"19,37",RW,7,412,1,0,3.2766990291262132,15,"26,7%","6,7%",3,412,,412,2.1844660194174756,0.21844660194174756,1.0922330097087378,0,0,"0,0%"
Mason Greenwood,2020/2021 - Manchester United,UEFA Champions League,€,57.6,Manchester United FC,England,"19,37",RW,5,209,1,1,4.30622009569378,10,"50,0%","10,0%",1,209,209,105,2.15311004784689,0,1.291866028708134,0,0,"0,0%"
Mason Mount,2020/2021 - Chelsea,English Premier League,€,66,Chelsea FC,England,"22,10",AM,10,810,1,2,2.4444444444444446,22,"36,4%","4,5%",1,810,405,270,1.4444444444444446,0,1,0,0,"0,0%"
Mateo Kovacic,2016/2017 - Real Madrid,Spanish La Liga,€,48.1,Chelsea FC,Croatia,"26,78",CM,27,1688,1,3,0.7464454976303319,14,"35,7%","7,1%",,1688,563,422,3.199052132701422,,1.9727488151658767,,,
Mateo Kovacic,2016/2017 - Real Madrid,UEFA Champions League,€,48.1,Chelsea FC,Croatia,"26,78",CM,6,219,1,,1.2328767123287672,3,"66,7%","33,3%",,219,,219,3.698630136986301,,0.821917808219178,,,
Mateo Kovacic,2019/2020 - Chelsea,English Premier League,€,48.1,Chelsea FC,Croatia,"26,78",CM,31,2073,1,3,0.9117221418234442,21,"23,8%","4,8%",,2073,691,518,3.3429811866859622,,1.649782923299566,,,
Mateo Kovacic,2019/2020 - Chelsea,UEFA Champions League,€,48.1,Chelsea FC,Croatia,"26,78",CM,8,612,1,0,0.8823529411764706,6,"50,0%","16,7%",1,612,,612,4.852941176470589,0,1.0294117647058822,0,0,"0,0%"
Matías Zaracho,2016/2017 - Racing Club,Argentina Superliga,€,16.5,Clube Atlético Mineiro,Argentina,"22,93",AM,4,118,1,1,1.5254237288135593,2,"50,0%","50,0%",,118,118,59,1.5254237288135593,,3.0508474576271185,,,
Matías Zaracho,2017/2018 - Racing Club,Argentina Superliga,€,16.5,Clube Atlético Mineiro,Argentina,"22,93",AM,22,1381,1,2,2.1506154960173784,33,"21,2%","3,0%",3,1381,691,460,1.6292541636495292,0.26068066618392466,1.4337436640115857,,,
Matías Zaracho,2020/2021 - Atlético Mineiro,Brazilian Serie A,€,16.5,Clube Atlético Mineiro,Argentina,"22,93",AM,8,345,1,0,1.0434782608695652,4,"50,0%","25,0%",0,345,,345,0.782608695652174,0,1.826086956521739,0,0,"0,0%"
Max Aarons,2020/2021 - Norwich City,English Football League - Championship,€,26.6,Norwich City FC,England,"21,11",RB,17,1529,1,0,0.6474820143884893,11,"27,3%","9,1%",1,1529,,1529,1.4715500327011117,0,1.5304120340091563,0,0,"0,0%"
Mbwana Samatta,2019/2020 - Aston Villa,English Premier League,€,11.3,Fenerbahce SK,Tanzania,"28,15",FW,14,946,1,,1.6173361522198733,17,"17,6%","5,9%",3,946,,946,0.8562367864693446,0.7610993657505286,1.7124735729386893,,,
Mikel Merino,2017/2018 - Newcastle United,English Premier League,€,48,Real Sociedad de Fútbol,Spain,"24,65",CM,24,1343,1,1,1.0722263588979897,16,"37,5%","6,3%",,1343,1343,672,1.8763961280714818,,1.9434102755026061,,,
Mikel Merino,2020/2021 - Real Sociedad,Spanish La Liga,€,48,Real Sociedad de Fútbol,Spain,"24,65",CM,11,876,1,2,1.643835616438356,16,"31,3%","6,3%",3,876,438,292,1.5410958904109588,0.10273972602739725,1.7465753424657535,0,0,"0,0%"
Moussa Diaby,2019/2020 - Bayer 04 Leverkusen,UEFA Europa League,€,59.6,Bayer 04 Leverkusen,France,"21,61",LW,4,331,1,2,2.4471299093655587,9,"33,3%","11,1%",1,331,166,110,1.0876132930513596,0.2719033232628399,0.8157099697885198,0,0,"0,0%"
Moussa Diaby,2020/2021 - Bayer 04 Leverkusen,German Bundesliga,€,59.6,Bayer 04 Leverkusen,France,"21,61",LW,10,879,1,2,1.9453924914675769,19,"52,6%","5,3%",0,879,440,293,1.5358361774744027,0.30716723549488056,0.6143344709897611,0,0,"0,0%"
Nacer Chadli,2017/2018 - West Bromwich Albion,English Premier League,€,8.2,Istanbul Basaksehir FK,Belgium,"31,54",LW,5,216,1,,1.6666666666666663,4,"50,0%","25,0%",,216,,216,0.4166666666666666,,,,,
N'Golo Kanté,2016/2017 - Chelsea,English Premier League,€,51.5,Chelsea FC,France,"29,88",CM,35,3139,1,1,0.7741318891366678,27,"25,9%","3,7%",2,3139,3139,1570,1.0321758521822235,,0.4300732717425932,,,
N'Golo Kanté,2017/2018 - Chelsea,English Premier League,€,51.5,Chelsea FC,France,"29,88",CM,34,2998,1,1,0.7505003335557038,25,"20,0%","4,0%",,2998,2998,1499,1.4109406270847231,0.030020013342228154,0.45030020013342226,,,
Nicolas Pépé,2020/2021 - Arsenal,English Premier League,€,55.7,Arsenal FC,Ivory Coast,"25,71",RW,8,279,1,0,2.5806451612903225,8,"37,5%","12,5%",0,279,,279,2.2580645161290325,0,0.967741935483871,0,0,"0,0%"
