Player,Season - Club played for,Competition name,Value currency (millions),Market value,Current club,Player nationality,Player age,Position,games_appearances,mins_played,FOULS per 90 mins weighted by mins_played per _Season - Club - Competition,fouls,was_fouled,Foul committed / Was fouled ratio weighted by was_fouled per _Season - Club - Competition,yellow_card,red_card
Youri Tielemans,2018/2019 - Monaco,French Ligue 1,€,50.7,Leicester City FC,Belgium,"23,77",CM,20,1684,1.175771971496437,22,31,0.7096774193548387,5,
Aaron Wan-Bissaka,2018/2019 - Crystal Palace,English Premier League,€,42.6,Manchester United FC,England,"23,22",RB,35,3135,0.6602870813397129,23,16,1.4375,4,1
Achraf Hakimi,2018/2019 - Borussia Dortmund,German Bundesliga,€,70.2,FC Internazionale Milano,Morocco,"22,28",RB,21,1740,0.7241379310344828,14,36,0.3888888888888889,4,
Alejandro Grimaldo,2017/2018 - Benfica,Portuguese Primeira Liga,€,22.5,SL Benfica,Spain,"25,40",LB,28,2441,0.5899221630479312,16,27,0.5925925925925926,4,0
Altay Bayindir,2019/2020 - Fenerbahçe,Turkish Super Lig,€,11.7,Fenerbahce SK,Turkey,"22,84",GK,32,2880,0.03125,1,5,0.2,4,
Álvaro Morata,2019/2020 - Atlético de Madrid,Spanish La Liga,€,55.9,Juventus FC,Spain,"28,31",FW,34,2103,2.310984308131241,54,59,0.9152542372881356,4,1
Andrew Robertson,2018/2019 - Liverpool,English Premier League,€,67.3,Liverpool FC,Scotland,"26,93",LB,36,3219,0.5032618825722274,18,16,1.125,4,
Ben Chilwell,2018/2019 - Leicester City,English Premier League,€,52,Chelsea FC,England,"24,15",LB,36,3240,0.8888888888888888,32,44,0.7272727272727273,4,
Casemiro,2020/2021 - Real Madrid,Spanish La Liga,€,71.8,Real Madrid CF,Brazil,"28,98",DM,9,675,1.8666666666666667,14,11,1.2727272727272727,4,0
Clément Lenglet,2016/2017 - Nancy,French Ligue 1,€,62.5,FC Barcelona,France,"25,66",CB,18,1620,1.2222222222222223,22,24,0.9166666666666666,4,0
Cristiano Ronaldo,2016/2017 - Real Madrid,Spanish La Liga,€,63.9,Juventus FC,Portugal,"36,03",LW,29,2544,0.6367924528301887,18,45,0.4,4,0
Declan Rice,2018/2019 - West Ham United,English Premier League,€,65,West Ham United FC,England,"22,09",DM,34,3004,0.5093209054593875,17,7,2.4285714285714284,4,
Diogo Jota,2019/2020 - Wolverhampton Wanderers,English Premier League,€,58.1,Liverpool FC,Portugal,"24,20",LW,34,2297,1.6456247279059644,42,61,0.6885245901639344,4,
Dominic Calvert-Lewin,2017/2018 - Everton,English Premier League,€,60.1,Everton FC,England,"23,91",FW,32,1875,2.064,43,27,1.5925925925925926,4,0
Donny van de Beek,2017/2018 - Ajax,Dutch Eredivisie,€,47.5,Manchester United FC,Netherlands,"23,83",CM,33,2764,0.8791606367583212,27,28,0.9642857142857143,4,0
Donyell Malen,2018/2019 - PSV,Dutch Eredivisie,€,37.7,PSV Eindhoven,Netherlands,"22,07",FW,31,968,0.9297520661157025,10,16,0.625,4,
Dusan Tadic,2016/2017 - Southampton,English Premier League,€,21.7,AFC Ajax,Serbia,"32,24",LW,33,2426,1.1129431162407255,30,41,0.7317073170731707,4,0
Dusan Tadic,2017/2018 - Southampton,English Premier League,€,21.7,AFC Ajax,Serbia,"32,24",LW,36,2810,1.4733096085409252,46,52,0.8846153846153846,4,0
Dusan Tadic,2018/2019 - Ajax,Dutch Eredivisie,€,21.7,AFC Ajax,Serbia,"32,24",LW,34,2909,0.7115847370230319,23,49,0.46938775510204084,4,
Ederson,2016/2017 - Benfica,Portuguese Primeira Liga,€,61.9,Manchester City FC,Brazil,"27,50",GK,27,2381,0.0755984880302394,2,4,0.5,4,1
Edmond Tapsoba,2019/2020 - Vitória Guimarães,Portuguese Primeira Liga,€,45.9,Bayer 04 Leverkusen,Burkina Faso,"22,04",CB,16,1351,1.5321983715766099,23,5,4.6,4,1
Eduardo Camavinga,2019/2020 - Rennes,French Ligue 1,€,57.5,Stade Rennais FC,France,"18,26",CM,25,2112,2.0454545454545454,48,59,0.8135593220338984,4,
Elisha Owusu,2019/2020 - KAA Gent,Belgian Jupiler Pro League,€,10.1,KAA Gent,France,"23,27",DM,27,2213,1.7487573429733394,43,29,1.4827586206896552,4,
Fabinho,2016/2017 - Monaco,UEFA Champions League,€,51,Liverpool FC,Brazil,"27,31",DM,10,846,1.702127659574468,16,21,0.7619047619047619,4,0
Federico Chiesa,2018/2019 - Fiorentina,Italian Serie A,€,54.6,Juventus FC,Italy,"23,31",RW,37,3037,1.6595324333223576,56,59,0.9491525423728814,4,
Federico Valverde,2018/2019 - Real Madrid,Spanish La Liga,€,63.8,Real Madrid CF,Uruguay,"22,56",CM,16,651,2.0737327188940093,15,2,7.5,4,
Ferland Mendy,2017/2018 - Lyon,French Ligue 1,€,46.4,Real Madrid CF,France,"25,69",LB,27,2121,1.272984441301273,30,46,0.6521739130434783,4,0
Ferran Torres,2019/2020 - Valencia CF,Spanish La Liga,€,55,Manchester City FC,Spain,"20,96",RW,34,2258,0.7971656333038087,20,39,0.5128205128205128,4,
Florian Neuhaus,2020/2021 - Borussia Mönchengladbach,German Bundesliga,€,41.1,Borussia VfL Mönchengladbach,Germany,"23,91",CM,10,763,1.0615989515072084,9,11,0.8181818181818182,4,0
Franck Kessié,2020/2021 - Milan,Italian Serie A,€,41.9,AC Milan,Ivory Coast,"24,16",CM,10,826,1.9612590799031475,18,10,1.8,4,0
Gerard Moreno,2017/2018 - Espanyol,Spanish La Liga,€,40.6,Villarreal CF,Spain,"28,86",FW,38,3413,1.4767067096396131,56,78,0.717948717948718,4,0
Giorgian de Arrascaeta,2018/2019 - Cruzeiro,Brazilian Serie A,€,19.1,CR Flamengo,Uruguay,"26,71",AM,20,1335,1.4157303370786518,21,45,0.4666666666666667,4,
Gonzalo Montiel,2019/2020 - River Plate,Argentina Superliga,€,9,River Plate,Argentina,"24,12",RB,19,1695,0.4778761061946902,9,7,1.2857142857142858,4,
Hakim Ziyech,2017/2018 - Ajax,Dutch Eredivisie,€,52.1,Chelsea FC,Morocco,"27,91",RW,33,2953,1.2190992211310532,40,47,0.851063829787234,4,0
Hans Vanaken,2016/2017 - Club Brugge,Belgian Jupiler Pro League,€,16.6,Club Brugge,Belgium,"28,48",AM,39,3316,1.0856453558504222,40,39,1.0256410256410255,4,0
Hans Vanaken,2018/2019 - Club Brugge,Belgian Jupiler Pro League,€,16.6,Club Brugge,Belgium,"28,48",AM,40,3556,1.0376827896512935,41,69,0.5942028985507246,4,
Harry Kane,2019/2020 - Tottenham Hotspur,English Premier League,€,125,Tottenham Hotspur FC,England,"27,55",FW,29,2589,1.2862108922363846,37,44,0.8409090909090909,4,
Hirving Lozano,2017/2018 - PSV,Dutch Eredivisie,€,43.1,SSC Napoli,Mexico,"25,54",LW,29,2346,1.0741687979539642,28,70,0.4,4,2
Hirving Lozano,2018/2019 - PSV,Dutch Eredivisie,€,43.1,SSC Napoli,Mexico,"25,54",LW,30,2472,1.0558252427184465,29,69,0.42028985507246375,4,
Ignacio Fernández,2019/2020 - River Plate,Argentina Superliga,€,8.3,River Plate,Argentina,"31,09",CM,18,1570,1.2038216560509554,21,53,0.39622641509433965,4,
James Maddison,2019/2020 - Leicester City,English Premier League,€,58.9,Leicester City FC,England,"24,23",AM,31,2628,1.2328767123287672,36,88,0.4090909090909091,4,
Jesús Corona,2016/2017 - FC Porto,Portuguese Primeira Liga,€,29.7,FC Porto,Mexico,"28,11",RW,29,1648,1.6929611650485437,31,43,0.7209302325581395,4,0
Jesús Corona,2018/2019 - FC Porto,Portuguese Primeira Liga,€,29.7,FC Porto,Mexico,"28,11",RW,34,2351,1.4929817099106764,39,68,0.5735294117647058,4,1
Joshua Kimmich,2018/2019 - FC Bayern München,German Bundesliga,€,96.5,FC Bayern München,Germany,"26,02",DM,34,3060,0.7941176470588235,27,51,0.5294117647058824,4,
Jules Koundé,2018/2019 - Bordeaux,French Ligue 1,€,60,Sevilla FC,France,"22,26",CB,37,3330,0.6756756756756757,25,22,1.1363636363636365,4,
Kaio Jorge,2020/2021 - Santos,Brazilian Serie A,€,13.5,Santos FC,Brazil,"19,06",FW,20,1339,2.083644510828977,31,29,1.0689655172413792,4,0
Kevin De Bruyne,2016/2017 - Manchester City,English Premier League,€,113.5,Manchester City FC,Belgium,"29,63",AM,36,2883,1.1550468262226847,37,40,0.925,4,0
Kevin De Bruyne,2017/2018 - Manchester City,UEFA Champions League,€,113.5,Manchester City FC,Belgium,"29,63",AM,8,667,1.214392803598201,9,11,0.8181818181818182,4,0
Koke,2020/2021 - Atlético de Madrid,Spanish La Liga,€,48.9,Atlético de Madrid,Spain,"29,10",CM,10,717,2.2594142259414225,18,14,1.2857142857142858,4,0
Lautaro Martínez,2017/2018 - Racing Club,Argentina Superliga,€,83.9,FC Internazionale Milano,Argentina,"23,48",FW,21,1784,2.4215246636771304,48,68,0.7058823529411765,4,0
Lautaro Martínez,2018/2019 - Internazionale,Italian Serie A,€,83.9,FC Internazionale Milano,Argentina,"23,48",FW,27,1336,1.8188622754491017,27,42,0.6428571428571429,4,
Leroy Sané,2016/2017 - Manchester City,English Premier League,€,75.8,FC Bayern München,Germany,"25,10",LW,26,1786,0.7054871220604704,14,17,0.8235294117647058,4,0
Leroy Sané,2017/2018 - Manchester City,English Premier League,€,75.8,FC Bayern München,Germany,"25,10",LW,32,2422,0.8918249380677127,24,27,0.8888888888888888,4,0
Lionel Messi,2019/2020 - Barcelona,Spanish La Liga,€,74.5,FC Barcelona,Argentina,"33,64",RW,33,2880,0.625,20,70,0.2857142857142857,4,
Lucas Hernández,2018/2019 - Atlético de Madrid,Spanish La Liga,€,41.5,FC Bayern München,France,"25,00",LB,14,1118,1.0465116279069768,13,20,0.65,4,
Marcel Sabitzer,2017/2018 - RB Leipzig,German Bundesliga,€,41.3,RB Leipzig,Austria,"26,91",RW,22,1791,0.7035175879396985,14,33,0.42424242424242425,4,0
Marcel Sabitzer,2019/2020 - RB Leipzig,German Bundesliga,€,41.3,RB Leipzig,Austria,"26,91",RW,32,2507,0.7179896290386917,20,41,0.4878048780487805,4,
Marcos Llorente,2019/2020 - Atlético de Madrid,Spanish La Liga,€,41.1,Atlético de Madrid,Spain,"26,04",FW,29,1365,1.5824175824175823,24,13,1.8461538461538463,4,
Marcus Thuram,2018/2019 - Guingamp,French Ligue 1,€,41.5,Borussia VfL Mönchengladbach,France,"23,53",LW,32,2581,1.5342890352576521,44,45,0.9777777777777777,4,2
Matheus Henrique,2020/2021 - Grêmio,Brazilian Serie A,€,21,Gremio FBPA,Brazil,"23,16",CM,18,1556,1.5038560411311055,26,44,0.5909090909090909,4,1
Matías Zaracho,2017/2018 - Racing Club,Argentina Superliga,€,16.5,Clube Atlético Mineiro,Argentina,"22,93",AM,22,1381,1.6292541636495292,25,22,1.1363636363636365,4,0
Matías Zaracho,2019/2020 - Racing Club,Argentina Superliga,€,16.5,Clube Atlético Mineiro,Argentina,"22,93",AM,19,1600,2.1375,38,24,1.5833333333333333,4,1
Mikel Merino,2017/2018 - Newcastle United,English Premier League,€,48,Real Sociedad de Fútbol,Spain,"24,65",CM,24,1343,2.0104244229337307,30,29,1.0344827586206897,4,0
Mikel Oyarzabal,2017/2018 - Real Sociedad,Spanish La Liga,€,65,Real Sociedad de Fútbol,Spain,"23,82",LW,35,2779,0.906801007556675,28,46,0.6086956521739131,4,0
Mikel Oyarzabal,2019/2020 - Real Sociedad,Spanish La Liga,€,65,Real Sociedad de Fútbol,Spain,"23,82",LW,37,3063,0.969637610186092,33,55,0.6,4,
Milan Skriniar,2016/2017 - Sampdoria,Italian Serie A,€,42.5,FC Internazionale Milano,Slovakia,"26,01",CB,35,2998,0.7505003335557038,25,15,1.6666666666666667,4,1
Milan Skriniar,2018/2019 - Internazionale,Italian Serie A,€,42.5,FC Internazionale Milano,Slovakia,"26,01",CB,35,3150,1.1714285714285715,41,27,1.5185185185185186,4,
Neymar,2017/2018 - Paris Saint-Germain,French Ligue 1,€,115,Paris Saint-Germain FC,Brazil,"29,03",LW,20,1788,1.157718120805369,23,104,0.22115384615384615,4,1
N'Golo Kanté,2019/2020 - Chelsea,English Premier League,€,51.5,Chelsea FC,France,"29,88",CM,22,1733,2.3369878822850545,45,10,4.5,4,
Nicolas Pépé,2019/2020 - Arsenal,English Premier League,€,55.7,Arsenal FC,Ivory Coast,"25,71",RW,31,2015,0.6253101736972705,14,37,0.3783783783783784,4,
Piotr Zielinski,2016/2017 - Napoli,Italian Serie A,€,40.5,SSC Napoli,Poland,"26,74",CM,36,1850,0.972972972972973,20,21,0.9523809523809523,4,0
Piotr Zielinski,2019/2020 - Napoli,Italian Serie A,€,40.5,SSC Napoli,Poland,"26,74",CM,37,2926,0.7689678742310321,25,57,0.43859649122807015,4,
Raúl Jiménez,2018/2019 - Wolverhampton Wanderers,English Premier League,€,45.5,Wolverhampton Wanderers FC,Mexico,"29,78",FW,38,3122,1.2107623318385652,42,38,1.105263157894737,4,
Raúl Jiménez,2019/2020 - Wolverhampton Wanderers,UEFA Europa League,€,45.5,Wolverhampton Wanderers FC,Mexico,"29,78",FW,9,764,2.356020942408377,20,9,2.2222222222222223,4,0
Richarlison,2017/2018 - Fluminense,Brazilian Serie A,€,59.7,Everton FC,Brazil,"23,76",FW,14,1231,2.7782290820471163,38,37,1.027027027027027,4,0
Richarlison,2017/2018 - Watford,English Premier League,€,59.7,Everton FC,Brazil,"23,76",FW,38,2827,1.1779271312345243,37,95,0.3894736842105263,4,0
Riyad Mahrez,2016/2017 - Leicester City,English Premier League,€,51.5,Manchester City FC,Algeria,"29,98",RW,36,2835,0.7936507936507936,25,64,0.390625,4,0
Roman Yaremchuk,2019/2020 - KAA Gent,Belgian Jupiler Pro League,€,13.3,KAA Gent,Ukraine,"25,22",FW,18,1510,0.7152317880794702,12,21,0.5714285714285714,4,
Romelu Lukaku,2017/2018 - Manchester United,English Premier League,€,104.6,FC Internazionale Milano,Belgium,"27,76",FW,34,2869,0.9724642732659465,31,16,1.9375,4,0
Romelu Lukaku,2018/2019 - Manchester United,English Premier League,€,104.6,FC Internazionale Milano,Belgium,"27,76",FW,32,2130,0.76056338028169,18,3,6,4,
Rúben Dias,2017/2018 - Benfica,Portuguese Primeira Liga,€,76,Manchester City FC,Portugal,"23,75",CB,24,2150,1.5069767441860467,36,24,1.5,4,0
Rúben Neves,2016/2017 - FC Porto,Portuguese Primeira Liga,€,51.1,Wolverhampton Wanderers FC,Portugal,"23,92",DM,13,626,1.8690095846645367,13,7,1.8571428571428572,4,0
