Player,Season - Club played for,Competition name,Value currency (millions),Market value,Current club,Player nationality,Player age,Position,games_appearances,mins_played,goal_assist,total_att_assist,Passes per 90 mins weighted by mins_played per _Season - Club - Competition,Pass success weighted by total_pass per _Season - Club - Competition,total_pass,Pass success final third weighted by total_pass per _Season - Club - Competition,total_final_third_passes,Cross accuracy weighted by total_cross_nocorner per _Season - Club - Competition,total_cross_nocorner
Ousmane Dembélé,2018/2019 - Barcelona,UEFA Champions League,€,43.4,FC Barcelona,France,"23,75",RW,8,417,1,15,"44,0",78%,204,73%,124,,13
Ousmane Dembélé,2019/2020 - Barcelona,Spanish La Liga,€,43.4,FC Barcelona,France,"23,75",RW,5,358,,8,"59,3",78%,236,73%,135,"42,9%",7
Ousmane Dembélé,2019/2020 - Barcelona,UEFA Champions League,€,43.4,FC Barcelona,France,"23,75",RW,4,136,0,5,"41,0",74%,62,73%,40,"0,0%",1
Ousmane Dembélé,2020/2021 - Barcelona,Spanish La Liga,€,43.4,FC Barcelona,France,"23,75",RW,8,365,0,5,"46,8",81%,190,77%,106,"21,4%",14
Ousmane Dembélé,2020/2021 - Barcelona,UEFA Champions League,€,43.4,FC Barcelona,France,"23,75",RW,4,213,2,3,"52,4",83%,124,76%,67,"25,0%",4
Florian Wirtz,2019/2020 - Bayer 04 Leverkusen,German Bundesliga,€,43.2,Bayer 04 Leverkusen,Germany,"17,78",AM,7,367,,3,"45,9",82%,187,81%,75,,4
Florian Wirtz,2019/2020 - Bayer 04 Leverkusen,UEFA Europa League,€,43.2,Bayer 04 Leverkusen,Germany,"17,78",AM,1,68,0,3,"46,3",74%,35,64%,14,"0,0%",4
Florian Wirtz,2020/2021 - Bayer 04 Leverkusen,German Bundesliga,€,43.2,Bayer 04 Leverkusen,Germany,"17,78",AM,9,714,4,21,"39,8",75%,316,65%,124,"45,5%",11
Florian Wirtz,2020/2021 - Bayer 04 Leverkusen,UEFA Europa League,€,43.2,Bayer 04 Leverkusen,Germany,"17,78",AM,5,257,1,6,"47,3",87%,135,81%,54,"100,0%",1
Hirving Lozano,2017/2018 - PSV,Dutch Eredivisie,€,43.1,SSC Napoli,Mexico,"25,54",LW,29,2346,8,74,"22,3",75%,580,69%,376,"23,2%",112
Hirving Lozano,2018/2019 - PSV,Dutch Eredivisie,€,43.1,SSC Napoli,Mexico,"25,54",LW,30,2472,8,66,"24,6",75%,675,70%,410,"26,2%",130
Hirving Lozano,2018/2019 - PSV,UEFA Champions League,€,43.1,SSC Napoli,Mexico,"25,54",LW,6,539,1,16,"18,0",71%,108,67%,52,"30,4%",23
Hirving Lozano,2019/2020 - Napoli,Italian Serie A,€,43.1,SSC Napoli,Mexico,"25,54",LW,26,1020,1,20,"26,1",80%,296,71%,162,"16,2%",37
Hirving Lozano,2019/2020 - Napoli,UEFA Champions League,€,43.1,SSC Napoli,Mexico,"25,54",LW,7,414,0,4,"20,2",85%,93,82%,39,"0,0%",6
Hirving Lozano,2019/2020 - PSV,Dutch Eredivisie,€,43.1,SSC Napoli,Mexico,"25,54",LW,1,50,,1,"19,8",64%,11,43%,7,,2
Hirving Lozano,2020/2021 - Napoli,Italian Serie A,€,43.1,SSC Napoli,Mexico,"25,54",LW,9,639,1,7,"24,4",78%,173,76%,90,"10,7%",28
Hirving Lozano,2020/2021 - Napoli,UEFA Europa League,€,43.1,SSC Napoli,Mexico,"25,54",LW,6,273,0,8,"19,5",85%,59,79%,28,"14,3%",7
Aaron Wan-Bissaka,2016/2017 - Crystal Palace,English Premier League,€,42.6,Manchester United FC,England,"23,22",RB,0,,,,,,,,,,
Aaron Wan-Bissaka,2017/2018 - Crystal Palace,English Premier League,€,42.6,Manchester United FC,England,"23,22",RB,7,628,,3,"29,1",73%,203,73%,70,"20,0%",20
Aaron Wan-Bissaka,2018/2019 - Crystal Palace,English Premier League,€,42.6,Manchester United FC,England,"23,22",RB,35,3135,3,14,"33,4",73%,1165,75%,386,"21,4%",56
Aaron Wan-Bissaka,2019/2020 - Manchester United,English Premier League,€,42.6,Manchester United FC,England,"23,22",RB,35,3072,4,25,"48,4",81%,1651,79%,534,"13,6%",103
Aaron Wan-Bissaka,2019/2020 - Manchester United,UEFA Europa League,€,42.6,Manchester United FC,England,"23,22",RB,5,447,0,6,"43,1",85%,214,84%,73,"13,3%",15
Aaron Wan-Bissaka,2020/2021 - Manchester United,English Premier League,€,42.6,Manchester United FC,England,"23,22",RB,9,810,0,5,"48,4",82%,436,79%,95,"8,3%",12
Aaron Wan-Bissaka,2020/2021 - Manchester United,UEFA Champions League,€,42.6,Manchester United FC,England,"23,22",RB,6,472,1,3,"41,8",79%,219,76%,59,"0,0%",3
Milan Skriniar,2016/2017 - Sampdoria,Italian Serie A,€,42.5,FC Internazionale Milano,Slovakia,"26,01",CB,35,2998,,4,"54,6",91%,1820,61%,131,,
Milan Skriniar,2017/2018 - Internazionale,Italian Serie A,€,42.5,FC Internazionale Milano,Slovakia,"26,01",CB,38,3420,,8,"62,6",91%,2380,67%,190,,
Milan Skriniar,2018/2019 - Internazionale,Italian Serie A,€,42.5,FC Internazionale Milano,Slovakia,"26,01",CB,35,3150,1,8,"68,6",93%,2401,71%,190,"100,0%",1
Milan Skriniar,2018/2019 - Internazionale,UEFA Champions League,€,42.5,FC Internazionale Milano,Slovakia,"26,01",CB,6,540,,2,"56,3",91%,338,71%,24,"100,0%",3
Milan Skriniar,2018/2019 - Internazionale,UEFA Europa League,€,42.5,FC Internazionale Milano,Slovakia,"26,01",CB,3,257,,1,"62,7",89%,179,80%,15,,
Milan Skriniar,2019/2020 - Internazionale,Italian Serie A,€,42.5,FC Internazionale Milano,Slovakia,"26,01",CB,32,2627,,8,"68,5",92%,1998,78%,249,,
Milan Skriniar,2019/2020 - Internazionale,UEFA Champions League,€,42.5,FC Internazionale Milano,Slovakia,"26,01",CB,6,540,0,2,"54,3",86%,326,48%,33,"0,0%",1
Milan Skriniar,2019/2020 - Internazionale,UEFA Europa League,€,42.5,FC Internazionale Milano,Slovakia,"26,01",CB,1,6,0,0,"0,0",,0,,0,,0
Milan Skriniar,2020/2021 - Internazionale,Italian Serie A,€,42.5,FC Internazionale Milano,Slovakia,"26,01",CB,6,464,0,0,"66,9",92%,345,67%,30,,0
Milan Skriniar,2020/2021 - Internazionale,UEFA Champions League,€,42.5,FC Internazionale Milano,Slovakia,"26,01",CB,3,270,0,0,"73,3",92%,220,77%,31,"100,0%",2
Tanguy Ndombélé,2017/2018 - Amiens,French Ligue 1,€,42.5,Tottenham Hotspur FC,France,"24,13",CM,3,237,,4,"41,8",78%,110,69%,35,,1
Tanguy Ndombélé,2017/2018 - Lyon,French Ligue 1,€,42.5,Tottenham Hotspur FC,France,"24,13",CM,32,2361,6,45,"57,7",89%,1514,79%,379,"60,0%",5
Tanguy Ndombélé,2017/2018 - Lyon,UEFA Europa League,€,42.5,Tottenham Hotspur FC,France,"24,13",CM,10,707,1,12,"57,4",90%,451,81%,96,,1
Tanguy Ndombélé,2018/2019 - Lyon,French Ligue 1,€,42.5,Tottenham Hotspur FC,France,"24,13",CM,34,2691,7,47,"65,6",89%,1961,77%,558,"16,7%",6
Tanguy Ndombélé,2018/2019 - Lyon,UEFA Champions League,€,42.5,Tottenham Hotspur FC,France,"24,13",CM,8,637,,6,"53,8",88%,381,79%,89,,2
Tanguy Ndombélé,2019/2020 - Tottenham Hotspur,English Premier League,€,42.5,Tottenham Hotspur FC,France,"24,13",CM,21,1007,2,12,"56,5",86%,632,77%,210,"12,5%",8
Tanguy Ndombélé,2019/2020 - Tottenham Hotspur,UEFA Champions League,€,42.5,Tottenham Hotspur FC,France,"24,13",CM,6,339,2,8,"61,9",88%,233,75%,81,"0,0%",3
Tanguy Ndombélé,2020/2021 - Tottenham Hotspur,English Premier League,€,42.5,Tottenham Hotspur FC,France,"24,13",CM,10,551,1,7,"49,2",82%,301,74%,91,"0,0%",2
Tanguy Ndombélé,2020/2021 - Tottenham Hotspur,UEFA Europa League,€,42.5,Tottenham Hotspur FC,France,"24,13",CM,4,176,1,2,"62,9",82%,123,74%,46,,0
Thorgan Hazard,2016/2017 - Borussia Mönchengladbach,German Bundesliga,€,42.5,Borussia Dortmund,Belgium,"27,88",LW,23,1631,4,32,"40,8",74%,739,68%,344,"11,1%",36
Thorgan Hazard,2016/2017 - Borussia Mönchengladbach,UEFA Champions League,€,42.5,Borussia Dortmund,Belgium,"27,88",LW,4,252,1,5,"40,4",79%,113,66%,35,"16,7%",6
Thorgan Hazard,2016/2017 - Borussia Mönchengladbach,UEFA Europa League,€,42.5,Borussia Dortmund,Belgium,"27,88",LW,2,117,,5,"43,1",71%,56,61%,28,"25,0%",4
Thorgan Hazard,2017/2018 - Borussia Mönchengladbach,German Bundesliga,€,42.5,Borussia Dortmund,Belgium,"27,88",LW,34,2946,5,64,"35,9",76%,1176,70%,533,"20,3%",69
Thorgan Hazard,2018/2019 - Borussia Mönchengladbach,German Bundesliga,€,42.5,Borussia Dortmund,Belgium,"27,88",LW,33,2877,10,73,"35,9",77%,1147,68%,529,"18,9%",90
Thorgan Hazard,2019/2020 - Borussia Dortmund,German Bundesliga,€,42.5,Borussia Dortmund,Belgium,"27,88",LW,33,2388,13,57,"41,2",81%,1092,78%,504,"27,7%",47
Thorgan Hazard,2019/2020 - Borussia Dortmund,UEFA Champions League,€,42.5,Borussia Dortmund,Belgium,"27,88",LW,7,480,0,11,"40,1",80%,214,79%,115,"18,2%",11
Thorgan Hazard,2020/2021 - Borussia Dortmund,German Bundesliga,€,42.5,Borussia Dortmund,Belgium,"27,88",LW,5,164,0,1,"60,4",85%,110,74%,39,,0
Thorgan Hazard,2020/2021 - Borussia Dortmund,UEFA Champions League,€,42.5,Borussia Dortmund,Belgium,"27,88",LW,5,363,1,8,"50,8",89%,205,78%,81,"0,0%",6
Ángel Correa,2016/2017 - Atlético de Madrid,Spanish La Liga,€,42.4,Atlético de Madrid,Argentina,"25,93",RW,31,1214,8,23,"35,1",75%,473,69%,272,"16,0%",25
Ángel Correa,2016/2017 - Atlético de Madrid,UEFA Champions League,€,42.4,Atlético de Madrid,Argentina,"25,93",RW,9,252,,1,"35,7",69%,100,60%,58,,6
Ángel Correa,2017/2018 - Atlético de Madrid,Spanish La Liga,€,42.4,Atlético de Madrid,Argentina,"25,93",RW,37,2262,4,29,"33,8",74%,850,65%,417,"20,0%",30
Ángel Correa,2017/2018 - Atlético de Madrid,UEFA Champions League,€,42.4,Atlético de Madrid,Argentina,"25,93",RW,6,255,1,11,"34,2",76%,97,74%,66,"54,5%",11
Ángel Correa,2017/2018 - Atlético de Madrid,UEFA Europa League,€,42.4,Atlético de Madrid,Argentina,"25,93",RW,9,546,3,10,"44,2",76%,268,69%,141,"12,5%",16
Ángel Correa,2018/2019 - Atlético de Madrid,Spanish La Liga,€,42.4,Atlético de Madrid,Argentina,"25,93",RW,36,1920,2,38,"33,5",76%,714,70%,343,"9,4%",32
Ángel Correa,2018/2019 - Atlético de Madrid,UEFA Champions League,€,42.4,Atlético de Madrid,Argentina,"25,93",RW,8,353,1,4,"35,2",71%,138,61%,72,"50,0%",2
Ángel Correa,2019/2020 - Atlético de Madrid,Spanish La Liga,€,42.4,Atlético de Madrid,Argentina,"25,93",RW,33,2065,6,27,"23,9",77%,549,72%,261,"28,6%",28
Ángel Correa,2019/2020 - Atlético de Madrid,UEFA Champions League,€,42.4,Atlético de Madrid,Argentina,"25,93",RW,8,445,0,4,"23,1",68%,114,56%,57,"0,0%",4
Ángel Correa,2020/2021 - Atlético de Madrid,Spanish La Liga,€,42.4,Atlético de Madrid,Argentina,"25,93",RW,10,653,5,12,"34,3",82%,249,75%,121,"20,0%",10
Ángel Correa,2020/2021 - Atlético de Madrid,UEFA Champions League,€,42.4,Atlético de Madrid,Argentina,"25,93",RW,6,370,2,10,"32,8",76%,135,68%,69,"20,0%",10
Franck Kessié,2016/2017 - Atalanta,Italian Serie A,€,41.9,AC Milan,Ivory Coast,"24,16",CM,30,2223,3,19,"50,6",84%,1251,72%,364,"27,8%",36
Franck Kessié,2017/2018 - Milan,Italian Serie A,€,41.9,AC Milan,Ivory Coast,"24,16",CM,37,3268,3,44,"47,5",85%,1725,76%,643,"23,4%",64
Franck Kessié,2017/2018 - Milan,UEFA Europa League,€,41.9,AC Milan,Ivory Coast,"24,16",CM,9,578,2,4,"42,8",85%,275,78%,77,"14,3%",7
Franck Kessié,2018/2019 - Milan,Italian Serie A,€,41.9,AC Milan,Ivory Coast,"24,16",CM,34,3021,2,43,"50,3",87%,1689,81%,572,"17,9%",28
Franck Kessié,2018/2019 - Milan,UEFA Europa League,€,41.9,AC Milan,Ivory Coast,"24,16",CM,3,200,,3,"45,9",91%,102,87%,30,"33,3%",3
Franck Kessié,2019/2020 - Milan,Italian Serie A,€,41.9,AC Milan,Ivory Coast,"24,16",CM,35,2910,1,30,"52,2",89%,1687,82%,491,"42,9%",14
Franck Kessié,2020/2021 - Milan,Italian Serie A,€,41.9,AC Milan,Ivory Coast,"24,16",CM,10,826,2,7,"53,7",90%,493,83%,93,,0
Franck Kessié,2020/2021 - Milan,UEFA Europa League,€,41.9,AC Milan,Ivory Coast,"24,16",CM,5,238,0,0,"70,3",92%,186,87%,39,,0
Lucas Hernández,2016/2017 - Atlético de Madrid,Spanish La Liga,€,41.5,FC Bayern München,France,"25,00",LB,15,1253,,,"35,8",79%,499,49%,75,"50,0%",6
Lucas Hernández,2016/2017 - Atlético de Madrid,UEFA Champions League,€,41.5,FC Bayern München,France,"25,00",LB,4,305,,2,"24,2",66%,82,59%,22,"20,0%",5
Lucas Hernández,2017/2018 - Atlético de Madrid,Spanish La Liga,€,41.5,FC Bayern München,France,"25,00",LB,27,2116,1,6,"39,0",83%,916,63%,180,"5,9%",17
Lucas Hernández,2017/2018 - Atlético de Madrid,UEFA Champions League,€,41.5,FC Bayern München,France,"25,00",LB,3,270,,,"42,7",81%,128,22%,9,,
Lucas Hernández,2017/2018 - Atlético de Madrid,UEFA Europa League,€,41.5,FC Bayern München,France,"25,00",LB,8,613,1,5,"42,9",82%,292,69%,58,,
Lucas Hernández,2018/2019 - Atlético de Madrid,Spanish La Liga,€,41.5,FC Bayern München,France,"25,00",LB,14,1118,,3,"41,0",81%,509,59%,98,"30,0%",10
Lucas Hernández,2018/2019 - Atlético de Madrid,UEFA Champions League,€,41.5,FC Bayern München,France,"25,00",LB,5,450,,1,"54,6",87%,273,64%,39,,
Lucas Hernández,2019/2020 - FC Bayern München,German Bundesliga,€,41.5,FC Bayern München,France,"25,00",LB,19,914,1,4,"75,1",88%,763,69%,116,"16,7%",6
Lucas Hernández,2019/2020 - FC Bayern München,UEFA Champions League,€,41.5,FC Bayern München,France,"25,00",LB,3,155,1,1,"84,2",88%,145,76%,34,"50,0%",6
Lucas Hernández,2020/2021 - FC Bayern München,German Bundesliga,€,41.5,FC Bayern München,France,"25,00",LB,7,498,1,7,"59,1",81%,327,73%,108,"33,3%",30
Lucas Hernández,2020/2021 - FC Bayern München,UEFA Champions League,€,41.5,FC Bayern München,France,"25,00",LB,6,408,0,4,"74,1",83%,336,75%,87,"55,6%",9
Marcus Thuram,2017/2018 - Guingamp,French Ligue 1,€,41.5,Borussia VfL Mönchengladbach,France,"23,53",LW,32,1926,1,23,"22,9",70%,491,64%,252,"5,3%",19
Marcus Thuram,2018/2019 - Guingamp,French Ligue 1,€,41.5,Borussia VfL Mönchengladbach,France,"23,53",LW,32,2581,1,36,"27,3",73%,783,66%,364,"18,2%",44
Marcus Thuram,2019/2020 - Borussia Mönchengladbach,German Bundesliga,€,41.5,Borussia VfL Mönchengladbach,France,"23,53",LW,31,2216,8,30,"25,5",69%,627,60%,297,"2,9%",34
Marcus Thuram,2019/2020 - Borussia Mönchengladbach,UEFA Europa League,€,41.5,Borussia VfL Mönchengladbach,France,"23,53",LW,6,520,0,6,"28,4",72%,164,59%,80,"9,1%",11
Marcus Thuram,2020/2021 - Borussia Mönchengladbach,German Bundesliga,€,41.5,Borussia VfL Mönchengladbach,France,"23,53",LW,10,500,1,5,"30,2",70%,168,63%,68,"12,5%",8
Marcus Thuram,2020/2021 - Borussia Mönchengladbach,UEFA Champions League,€,41.5,Borussia VfL Mönchengladbach,France,"23,53",LW,6,509,2,3,"28,3",79%,160,70%,56,"0,0%",3
Mauro Icardi,2016/2017 - Internazionale,Italian Serie A,€,41.5,Paris Saint-Germain FC,Argentina,"27,99",FW,34,3029,8,43,"13,3",72%,446,62%,239,"10,5%",19
Mauro Icardi,2016/2017 - Internazionale,UEFA Europa League,€,41.5,Paris Saint-Germain FC,Argentina,"27,99",FW,5,307,,3,"16,4",66%,56,48%,25,,2
Mauro Icardi,2017/2018 - Internazionale,Italian Serie A,€,41.5,Paris Saint-Germain FC,Argentina,"27,99",FW,34,2968,1,30,"13,5",74%,446,62%,212,"11,1%",9
Mauro Icardi,2018/2019 - Internazionale,Italian Serie A,€,41.5,Paris Saint-Germain FC,Argentina,"27,99",FW,29,2269,4,34,"16,2",71%,409,62%,207,"35,7%",14
Mauro Icardi,2018/2019 - Internazionale,UEFA Champions League,€,41.5,Paris Saint-Germain FC,Argentina,"27,99",FW,6,540,,8,"15,0",73%,90,63%,32,,1
Mauro Icardi,2019/2020 - Paris Saint-Germain,French Ligue 1,€,41.5,Paris Saint-Germain FC,Argentina,"27,99",FW,20,1268,2,11,"12,0",86%,169,80%,81,"20,0%",5
Mauro Icardi,2019/2020 - Paris Saint-Germain,UEFA Champions League,€,41.5,Paris Saint-Germain FC,Argentina,"27,99",FW,7,480,0,3,"14,3",74%,76,65%,26,"0,0%",2
Mauro Icardi,2020/2021 - Paris Saint-Germain,French Ligue 1,€,41.5,Paris Saint-Germain FC,Argentina,"27,99",FW,5,353,0,8,"11,5",76%,45,64%,22,"0,0%",3
Marcel Sabitzer,2016/2017 - RB Leipzig,German Bundesliga,€,41.3,RB Leipzig,Austria,"26,91",RW,32,2601,4,35,"38,1",68%,1101,60%,498,"17,9%",39
Marcel Sabitzer,2017/2018 - RB Leipzig,German Bundesliga,€,41.3,RB Leipzig,Austria,"26,91",RW,22,1791,5,34,"41,1",74%,817,63%,365,"29,1%",55
Marcel Sabitzer,2017/2018 - RB Leipzig,UEFA Champions League,€,41.3,RB Leipzig,Austria,"26,91",RW,5,395,2,12,"40,1",72%,176,59%,73,,7
Marcel Sabitzer,2017/2018 - RB Leipzig,UEFA Europa League,€,41.3,RB Leipzig,Austria,"26,91",RW,5,261,,5,"39,0",76%,113,68%,50,"18,2%",11
Marcel Sabitzer,2018/2019 - RB Leipzig,German Bundesliga,€,41.3,RB Leipzig,Austria,"26,91",RW,30,2351,3,36,"42,4",70%,1107,67%,551,"21,0%",62
Marcel Sabitzer,2018/2019 - RB Leipzig,UEFA Europa League,€,41.3,RB Leipzig,Austria,"26,91",RW,5,272,1,3,"55,3",71%,167,61%,80,"14,3%",7
Marcel Sabitzer,2019/2020 - RB Leipzig,German Bundesliga,€,41.3,RB Leipzig,Austria,"26,91",RW,32,2507,7,59,"48,2",78%,1344,72%,512,"23,7%",97
Marcel Sabitzer,2019/2020 - RB Leipzig,UEFA Champions League,€,41.3,RB Leipzig,Austria,"26,91",RW,9,806,3,11,"59,0",83%,528,77%,231,"17,9%",39
Marcel Sabitzer,2020/2021 - RB Leipzig,German Bundesliga,€,41.3,RB Leipzig,Austria,"26,91",RW,6,383,0,5,"52,9",76%,225,69%,67,"50,0%",6
Marcel Sabitzer,2020/2021 - RB Leipzig,UEFA Champions League,€,41.3,RB Leipzig,Austria,"26,91",RW,5,386,1,3,"62,0",83%,266,76%,82,"20,0%",5
Thiago,2016/2017 - FC Bayern München,German Bundesliga,€,41.3,Liverpool FC,Spain,"29,85",CM,27,2291,5,49,"100,6",90%,2561,81%,733,"31,3%",16
Thiago,2016/2017 - FC Bayern München,UEFA Champions League,€,41.3,Liverpool FC,Spain,"29,85",CM,9,786,3,20,"90,1",92%,787,85%,272,,4
Thiago,2017/2018 - FC Bayern München,German Bundesliga,€,41.3,Liverpool FC,Spain,"29,85",CM,19,1243,2,29,"93,2",92%,1287,86%,457,,6
Thiago,2017/2018 - FC Bayern München,UEFA Champions League,€,41.3,Liverpool FC,Spain,"29,85",CM,10,608,,12,"83,5",91%,564,83%,161,,5
Thiago,2018/2019 - FC Bayern München,German Bundesliga,€,41.3,Liverpool FC,Spain,"29,85",CM,30,2408,6,39,"93,7",92%,2507,82%,634,"10,5%",19
Thiago,2018/2019 - FC Bayern München,UEFA Champions League,€,41.3,Liverpool FC,Spain,"29,85",CM,5,388,1,7,"76,1",86%,328,69%,78,,1
Thiago,2019/2020 - FC Bayern München,German Bundesliga,€,41.3,Liverpool FC,Spain,"29,85",CM,24,1771,,20,"91,3",90%,1797,83%,425,"25,0%",4
Thiago,2019/2020 - FC Bayern München,UEFA Champions League,€,41.3,Liverpool FC,Spain,"29,85",CM,10,822,2,15,"91,1",91%,832,82%,217,,0
Thiago,2020/2021 - Liverpool,English Premier League,€,41.3,Liverpool FC,Spain,"29,85",CM,2,135,0,3,"107,3",91%,161,84%,64,"0,0%",1
Christopher Nkunku,2016/2017 - Paris Saint-Germain,French Ligue 1,€,41.2,RB Leipzig,France,"23,25",AM,8,397,,3,"56,2",85%,248,66%,67,,3
Christopher Nkunku,2016/2017 - Paris Saint-Germain,UEFA Champions League,€,41.2,RB Leipzig,France,"23,25",AM,1,20,,,"31,5",71%,7,100%,1,,
Christopher Nkunku,2017/2018 - Paris Saint-Germain,French Ligue 1,€,41.2,RB Leipzig,France,"23,25",AM,20,621,,4,"50,1",92%,346,82%,108,,4
Christopher Nkunku,2018/2019 - Paris Saint-Germain,French Ligue 1,€,41.2,RB Leipzig,France,"23,25",AM,22,1155,2,17,"47,8",91%,613,85%,234,"23,1%",13
Christopher Nkunku,2018/2019 - Paris Saint-Germain,UEFA Champions League,€,41.2,RB Leipzig,France,"23,25",AM,0,,,,,,,,,,
Christopher Nkunku,2019/2020 - RB Leipzig,German Bundesliga,€,41.2,RB Leipzig,France,"23,25",AM,32,1926,13,74,"32,5",86%,695,84%,321,"31,1%",45
Christopher Nkunku,2019/2020 - RB Leipzig,UEFA Champions League,€,41.2,RB Leipzig,France,"23,25",AM,9,513,0,15,"31,6",83%,180,78%,90,"40,0%",10
Christopher Nkunku,2020/2021 - RB Leipzig,German Bundesliga,€,41.2,RB Leipzig,France,"23,25",AM,10,621,1,24,"34,5",85%,238,84%,112,"41,7%",24
Christopher Nkunku,2020/2021 - RB Leipzig,UEFA Champions League,€,41.2,RB Leipzig,France,"23,25",AM,5,405,2,10,"38,2",83%,172,78%,76,"8,3%",12
Youssef En-Nesyri,2016/2017 - Málaga,Spanish La Liga,€,41.2,Sevilla FC,Morocco,"23,71",FW,13,325,1,3,"15,2",62%,55,48%,33,"30,0%",10
Youssef En-Nesyri,2017/2018 - Málaga,Spanish La Liga,€,41.2,Sevilla FC,Morocco,"23,71",FW,25,1592,,10,"18,1",58%,320,48%,162,"10,5%",19
Youssef En-Nesyri,2018/2019 - Leganés,Spanish La Liga,€,41.2,Sevilla FC,Morocco,"23,71",FW,31,2104,2,17,"19,9",57%,465,48%,233,"14,7%",34
Youssef En-Nesyri,2019/2020 - Leganés,Spanish La Liga,€,41.2,Sevilla FC,Morocco,"23,71",FW,18,1383,2,9,"16,6",57%,255,44%,126,"22,2%",9
Youssef En-Nesyri,2019/2020 - Sevilla,Spanish La Liga,€,41.2,Sevilla FC,Morocco,"23,71",FW,18,790,,3,"16,6",64%,146,50%,46,"33,3%",6
Youssef En-Nesyri,2019/2020 - Sevilla,UEFA Europa League,€,41.2,Sevilla FC,Morocco,"23,71",FW,6,266,0,0,"13,9",63%,41,50%,12,"0,0%",2
Youssef En-Nesyri,2020/2021 - Sevilla,Spanish La Liga,€,41.2,Sevilla FC,Morocco,"23,71",FW,10,461,0,4,"15,6",70%,80,52%,21,"0,0%",1
Youssef En-Nesyri,2020/2021 - Sevilla,UEFA Champions League,€,41.2,Sevilla FC,Morocco,"23,71",FW,6,236,0,3,"12,2",72%,32,60%,15,,0
Florian Neuhaus,2017/2018 - Fortuna Düsseldorf,German Bundesliga Zwei,€,41.1,Borussia VfL Mönchengladbach,Germany,"23,91",CM,27,2109,1,23,"39,9",81%,934,70%,315,"33,3%",3
Florian Neuhaus,2018/2019 - Borussia Mönchengladbach,German Bundesliga,€,41.1,Borussia VfL Mönchengladbach,Germany,"23,91",CM,32,2070,8,29,"37,7",84%,866,74%,296,"20,8%",24
Florian Neuhaus,2019/2020 - Borussia Mönchengladbach,German Bundesliga,€,41.1,Borussia VfL Mönchengladbach,Germany,"23,91",CM,30,2358,2,30,"46,8",84%,1225,70%,309,"11,1%",18
Florian Neuhaus,2019/2020 - Borussia Mönchengladbach,UEFA Europa League,€,41.1,Borussia VfL Mönchengladbach,Germany,"23,91",CM,5,376,0,5,"37,6",78%,157,70%,67,"20,0%",5
Florian Neuhaus,2020/2021 - Borussia Mönchengladbach,German Bundesliga,€,41.1,Borussia VfL Mönchengladbach,Germany,"23,91",CM,10,763,2,5,"66,3",86%,562,71%,111,"0,0%",1
Florian Neuhaus,2020/2021 - Borussia Mönchengladbach,UEFA Champions League,€,41.1,Borussia VfL Mönchengladbach,Germany,"23,91",CM,6,519,0,7,"57,2",86%,330,64%,73,"0,0%",1
Marcos Llorente,2016/2017 - Alavés,Spanish La Liga,€,41.1,Atlético de Madrid,Spain,"26,04",FW,32,2805,2,19,"56,1",87%,1749,73%,282,"30,8%",13
Marcos Llorente,2017/2018 - Real Madrid,Spanish La Liga,€,41.1,Atlético de Madrid,Spain,"26,04",FW,13,540,,3,"71,5",93%,429,90%,90,,1
Marcos Llorente,2017/2018 - Real Madrid,UEFA Champions League,€,41.1,Atlético de Madrid,Spain,"26,04",FW,1,21,,1,"124,3",100%,29,100%,11,,
Marcos Llorente,2018/2019 - Real Madrid,Spanish La Liga,€,41.1,Atlético de Madrid,Spain,"26,04",FW,7,540,,4,"62,5",93%,375,89%,45,,
Marcos Llorente,2018/2019 - Real Madrid,UEFA Champions League,€,41.1,Atlético de Madrid,Spain,"26,04",FW,2,148,,,"68,7",93%,113,73%,11,,
Marcos Llorente,2019/2020 - Atlético de Madrid,Spanish La Liga,€,41.1,Atlético de Madrid,Spain,"26,04",FW,29,1365,3,16,"31,8",79%,482,72%,149,"25,0%",8
Marcos Llorente,2019/2020 - Atlético de Madrid,UEFA Champions League,€,41.1,Atlético de Madrid,Spain,"26,04",FW,4,208,1,2,"20,3",74%,47,71%,17,"0,0%",2
Marcos Llorente,2020/2021 - Atlético de Madrid,Spanish La Liga,€,41.1,Atlético de Madrid,Spain,"26,04",FW,10,568,2,7,"36,3",79%,229,72%,109,"50,0%",10
Marcos Llorente,2020/2021 - Atlético de Madrid,UEFA Champions League,€,41.1,Atlético de Madrid,Spain,"26,04",FW,6,477,1,7,"37,2",82%,197,81%,79,"33,3%",9
José Giménez,2016/2017 - Atlético de Madrid,Spanish La Liga,€,41,Atlético de Madrid,Uruguay,"26,07",CB,17,1012,,5,"40,9",74%,460,46%,112,"12,5%",8
José Giménez,2016/2017 - Atlético de Madrid,UEFA Champions League,€,41,Atlético de Madrid,Uruguay,"26,07",CB,6,507,,1,"35,1",77%,198,64%,33,,
José Giménez,2017/2018 - Atlético de Madrid,Spanish La Liga,€,41,Atlético de Madrid,Uruguay,"26,07",CB,23,1684,1,6,"39,3",79%,736,45%,138,,2
José Giménez,2017/2018 - Atlético de Madrid,UEFA Champions League,€,41,Atlético de Madrid,Uruguay,"26,07",CB,4,272,,1,"45,0",82%,136,58%,26,"50,0%",2
